Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP00510,Male,Yes,3+,Graduate,No,174202,93816,3849804,180,0,Rural,N
LP01802,Male,No,1,Graduate,Yes,346003,144082,585434,240,0,Urban,N
LP01218,Female,Yes,2,Not Graduate,Yes,316748,28767,786109,240,1,Semiurban,Y
LP01429,Female,Yes,0,Graduate,Yes,467521,171832,2120310,240,1,Semiurban,Y
LP01809,Male,Yes,2,Graduate,Yes,289655,128632,2930986,120,1,Rural,Y
LP01778,Female,Yes,1,Not Graduate,No,476732,14859,3959167,240,0,Rural,N
LP00297,Female,No,3+,Graduate,No,442075,78041,791526,360,1,Urban,Y
LP00626,Female,Yes,3+,Graduate,No,430467,81695,1078994,180,0,Urban,N
LP00270,Female,Yes,3+,Not Graduate,Yes,206191,176824,3441410,240,1,Semiurban,Y
LP01953,Female,No,3+,Graduate,Yes,109297,183067,263217,300,1,Urban,Y
LP00857,Female,No,3+,Not Graduate,No,54549,94850,4461777,180,1,Semiurban,N
LP01335,Female,No,3+,Graduate,No,58974,76127,4402382,180,1,Urban,N
LP01921,Male,No,3+,Graduate,Yes,394425,154485,2014744,300,0,Rural,N
LP01884,Male,Yes,2,Not Graduate,No,210644,97186,2657660,120,0,Rural,N
LP00974,Male,Yes,0,Graduate,No,39204,1140,3799237,120,0,Urban,N
LP01439,Male,No,0,Not Graduate,Yes,115921,182980,3668964,300,1,Urban,Y
LP00986,Male,Yes,1,Graduate,Yes,160675,3351,1574933,300,0,Rural,N
LP00729,Female,No,2,Not Graduate,No,398428,177060,2093633,360,0,Rural,N
LP00906,Female,No,0,Graduate,No,131917,118020,2269335,120,0,Rural,N
LP00085,Female,No,0,Graduate,Yes,431963,112961,3758552,300,0,Semiurban,N
LP00021,Male,Yes,3+,Not Graduate,Yes,305296,113964,2650009,300,0,Semiurban,N
LP00617,Female,Yes,0,Graduate,Yes,163649,85421,493894,300,0,Rural,N
LP00911,Female,Yes,1,Graduate,No,292541,41849,784316,180,0,Urban,N
LP00046,Male,No,0,Not Graduate,No,366945,29383,2165563,180,0,Rural,N
LP01468,Female,No,1,Not Graduate,No,434685,132357,3974727,120,1,Semiurban,Y
LP00430,Female,Yes,0,Not Graduate,Yes,329271,144458,1461645,180,1,Semiurban,Y
LP00780,Male,Yes,2,Not Graduate,No,294559,22294,4668829,240,0,Urban,N
LP00452,Female,Yes,0,Not Graduate,No,432012,197324,2294588,240,0,Rural,N
LP01320,Male,Yes,3+,Graduate,No,456796,190064,2913535,300,1,Rural,Y
LP00088,Female,Yes,3+,Not Graduate,Yes,387053,28597,3231654,360,1,Semiurban,Y
LP00522,Female,Yes,3+,Graduate,No,118878,63889,1026947,180,1,Urban,Y
LP00529,Female,Yes,0,Not Graduate,No,207799,58962,3637789,180,0,Semiurban,N
LP00488,Male,Yes,2,Graduate,No,443633,142095,3496044,360,1,Urban,Y
LP01434,Male,Yes,1,Not Graduate,Yes,124031,109742,302405,180,1,Semiurban,Y
LP01200,Female,Yes,3+,Not Graduate,No,449951,58947,936464,240,0,Urban,N
LP00454,Female,Yes,0,Not Graduate,No,458601,194196,941764,120,1,Semiurban,Y
LP00364,Female,Yes,3+,Not Graduate,Yes,441452,197918,4583825,240,0,Urban,N
LP01681,Female,Yes,1,Graduate,Yes,244057,193028,2301636,300,1,Rural,Y
LP01219,Female,Yes,2,Graduate,No,342122,17831,330396,180,1,Rural,Y
LP01381,Female,Yes,3+,Not Graduate,No,51700,71022,347348,360,0,Semiurban,N
LP00352,Male,No,3+,Graduate,No,99169,49335,4166110,120,1,Urban,N
LP00804,Female,No,2,Not Graduate,No,298529,110329,2630269,120,1,Urban,Y
LP01559,Female,No,0,Graduate,No,280562,136149,82229,240,1,Urban,Y
LP00773,Female,Yes,0,Not Graduate,Yes,313585,13354,127185,360,0,Rural,N
LP01510,Male,Yes,2,Not Graduate,No,146946,150708,1316840,360,1,Semiurban,Y
LP01784,Male,No,0,Not Graduate,No,340699,120364,2346344,120,0,Urban,N
LP01913,Male,No,1,Graduate,No,66887,125604,1158892,300,0,Rural,N
LP00925,Male,Yes,0,Graduate,No,22731,68051,3971575,300,0,Rural,N
LP00168,Male,Yes,1,Graduate,No,47587,194133,3606869,240,1,Urban,Y
LP00066,Female,Yes,2,Graduate,No,411958,115161,4319426,240,0,Urban,N
LP00362,Male,No,0,Graduate,No,206268,4123,368119,120,1,Semiurban,Y
LP01324,Male,No,3+,Not Graduate,Yes,79919,47120,438100,300,0,Rural,N
LP01265,Female,Yes,1,Not Graduate,Yes,356212,99993,1916292,240,0,Semiurban,N
LP00766,Male,Yes,3+,Graduate,Yes,458167,165236,2521649,300,1,Semiurban,Y
LP01623,Female,Yes,1,Graduate,No,99020,148345,3554190,360,0,Urban,N
LP00036,Female,Yes,3+,Not Graduate,Yes,229683,169732,3929426,120,0,Semiurban,N
LP01677,Male,No,1,Graduate,No,153651,48886,1786829,120,1,Rural,Y
LP01578,Female,Yes,0,Not Graduate,Yes,190787,27010,4201306,180,0,Semiurban,N
LP01242,Male,Yes,0,Not Graduate,Yes,371547,162219,3148353,180,0,Semiurban,N
LP00354,Male,No,2,Graduate,Yes,154366,135952,3613981,180,0,Rural,N
LP00255,Male,No,2,Not Graduate,Yes,319351,133501,2567043,180,1,Urban,Y
LP01166,Female,Yes,3+,Graduate,Yes,358355,180969,3391044,180,1,Semiurban,Y
LP01700,Male,No,0,Not Graduate,Yes,462245,95153,4353237,300,0,Semiurban,N
LP01402,Female,No,2,Not Graduate,Yes,286683,34071,1349251,240,1,Semiurban,Y
LP01926,Female,No,3+,Not Graduate,No,472027,164112,4097706,360,0,Rural,N
LP01123,Male,Yes,0,Not Graduate,No,306097,134116,480200,180,0,Urban,N
LP01774,Female,Yes,0,Not Graduate,Yes,85544,137900,1263745,360,0,Urban,N
LP00989,Male,No,1,Not Graduate,No,221476,97187,932851,300,1,Rural,Y
LP01533,Male,Yes,0,Not Graduate,Yes,463113,127568,2541405,240,1,Urban,Y
LP01416,Male,Yes,2,Graduate,Yes,34448,95225,2185999,180,1,Semiurban,Y
LP00402,Male,No,1,Not Graduate,Yes,363983,195766,3056401,240,0,Semiurban,N
LP00342,Male,Yes,3+,Not Graduate,No,81188,11436,807815,300,0,Semiurban,N
LP00832,Female,Yes,3+,Not Graduate,No,79023,152716,1526440,300,1,Urban,Y
LP00915,Female,Yes,3+,Not Graduate,No,495782,52201,935183,240,0,Semiurban,N
LP00447,Male,No,1,Graduate,No,430609,86106,4391624,360,0,Rural,N
LP01390,Male,No,1,Graduate,No,161129,18779,3936015,360,1,Rural,N
LP01974,Female,Yes,1,Not Graduate,Yes,404671,109744,3696650,300,1,Rural,Y
LP00950,Female,No,1,Not Graduate,Yes,189583,110242,3930072,240,0,Semiurban,N
LP01814,Female,No,0,Not Graduate,Yes,417191,177903,1412694,300,0,Urban,N
LP00449,Female,Yes,2,Not Graduate,Yes,457657,50119,1740092,180,0,Urban,N
LP01450,Male,Yes,1,Graduate,Yes,55822,4585,3427157,180,1,Rural,N
LP01191,Male,No,3+,Not Graduate,No,302546,21815,4016646,120,0,Rural,N
LP01203,Male,Yes,1,Not Graduate,Yes,486248,38386,2858640,300,0,Urban,N
LP00703,Female,Yes,2,Graduate,Yes,232540,14954,3667816,300,1,Rural,Y
LP01756,Female,No,1,Graduate,Yes,360518,19552,2492185,240,0,Semiurban,N
LP01243,Female,Yes,1,Not Graduate,Yes,405403,94732,3375260,300,1,Rural,Y
LP00240,Male,No,0,Not Graduate,No,58207,144278,1500338,360,1,Semiurban,Y
LP00261,Female,Yes,1,Graduate,No,283084,176364,2721532,240,0,Rural,N
LP01692,Female,Yes,0,Not Graduate,Yes,467243,173753,3120954,360,0,Urban,N
LP01053,Male,No,1,Not Graduate,Yes,429105,126349,2924278,300,0,Rural,N
LP00727,Male,Yes,2,Not Graduate,No,471017,79260,450091,180,0,Rural,N
LP01581,Female,No,3+,Graduate,No,343752,167509,2318698,180,1,Urban,Y
LP00998,Female,No,2,Not Graduate,Yes,154676,103359,1230015,240,0,Urban,N
LP01421,Male,No,2,Graduate,Yes,238167,10462,4664551,240,1,Semiurban,Y
LP00056,Female,Yes,1,Graduate,No,335420,91540,4027173,180,1,Urban,Y
LP00960,Male,Yes,3+,Not Graduate,Yes,438995,107769,3223225,120,1,Semiurban,Y
LP01731,Female,Yes,3+,Not Graduate,Yes,380138,162299,3353758,120,0,Semiurban,N
LP00347,Female,No,0,Not Graduate,Yes,113447,197980,4666332,120,0,Urban,N
LP01973,Male,Yes,0,Graduate,Yes,222443,44155,3499014,240,1,Urban,Y
LP01663,Female,No,3+,Not Graduate,Yes,364084,72153,610732,240,1,Rural,Y
LP00589,Male,No,1,Not Graduate,No,92989,120088,2772641,300,1,Semiurban,Y
LP00503,Female,No,1,Graduate,Yes,251710,27596,854132,180,0,Urban,N
LP01847,Male,No,0,Not Graduate,Yes,250061,30627,4505083,300,1,Semiurban,Y
LP01560,Male,Yes,0,Graduate,No,140862,156494,918579,120,0,Semiurban,N
LP01498,Male,No,1,Graduate,Yes,135898,145059,1140441,300,0,Rural,N
LP01397,Male,Yes,2,Not Graduate,No,223552,76386,373031,360,0,Semiurban,N
LP00878,Male,No,3+,Graduate,Yes,370516,43818,713536,300,1,Semiurban,Y
LP01601,Male,Yes,2,Graduate,No,393980,52748,3622578,300,0,Semiurban,N
LP01314,Female,No,2,Graduate,No,499263,112311,3792762,180,1,Urban,Y
LP01957,Male,Yes,2,Not Graduate,Yes,369684,142947,3108496,240,1,Semiurban,Y
LP01487,Male,No,0,Graduate,Yes,382075,12900,4145458,300,0,Rural,N
LP00272,Female,No,0,Graduate,Yes,38901,57165,587106,360,1,Rural,Y
LP00614,Female,No,0,Graduate,No,205458,29542,4588024,360,0,Semiurban,N
LP00646,Male,No,1,Not Graduate,Yes,259948,93824,4375145,360,0,Urban,N
LP01720,Male,No,3+,Graduate,No,280197,125291,3901631,240,0,Rural,N
LP00755,Male,Yes,3+,Graduate,Yes,28748,7398,2165031,300,0,Urban,N
LP00112,Male,No,3+,Not Graduate,Yes,244789,182697,60391,300,0,Rural,N
LP01715,Female,Yes,2,Not Graduate,No,301262,38969,1127521,300,0,Semiurban,N
LP00642,Male,Yes,1,Graduate,Yes,437443,171801,2623840,180,0,Rural,N
LP01796,Female,Yes,0,Graduate,No,98903,117090,1491649,300,1,Semiurban,Y
LP01585,Male,No,0,Graduate,Yes,491938,35772,4636974,180,1,Rural,Y
LP00060,Female,Yes,0,Graduate,Yes,21671,32868,3826635,240,1,Semiurban,N
LP01309,Female,No,0,Not Graduate,Yes,332405,12787,1207816,360,1,Rural,Y
LP01968,Male,No,1,Not Graduate,Yes,199985,129151,54216,300,1,Urban,Y
LP01928,Female,No,1,Graduate,No,487675,118581,2810291,300,0,Rural,N
LP01600,Male,No,0,Not Graduate,Yes,81897,149259,2739573,180,1,Rural,Y
LP01899,Female,No,1,Graduate,No,379060,41472,2803397,300,1,Rural,Y
LP00789,Male,Yes,2,Graduate,No,429414,178183,1837101,180,1,Semiurban,Y
LP00743,Female,Yes,0,Graduate,No,200464,157371,4608688,360,0,Urban,N
LP00189,Female,No,0,Not Graduate,No,291287,196313,4153910,180,0,Urban,N
LP00602,Female,No,2,Not Graduate,No,246749,104725,2772473,180,1,Rural,Y
LP01829,Female,Yes,1,Graduate,Yes,161497,196557,4603279,360,0,Rural,N
LP01819,Female,Yes,2,Graduate,Yes,217003,47526,2755961,120,1,Semiurban,Y
LP01831,Male,Yes,0,Graduate,No,327403,70629,4297631,240,0,Urban,N
LP00630,Male,Yes,2,Not Graduate,Yes,177371,152640,3608837,360,1,Semiurban,Y
LP00972,Female,No,2,Graduate,Yes,106533,115595,3924205,360,0,Urban,N
LP01227,Female,No,2,Not Graduate,Yes,251366,49227,2708530,360,0,Urban,N
LP01105,Female,Yes,1,Graduate,Yes,52321,49305,3171629,120,1,Urban,N
LP00908,Female,Yes,0,Graduate,Yes,324108,145215,3123412,120,0,Rural,N
LP01649,Male,No,2,Graduate,Yes,331490,42492,463803,300,0,Urban,N
LP01654,Female,No,1,Graduate,No,312985,99544,4152762,300,0,Semiurban,N
LP00360,Male,Yes,3+,Not Graduate,Yes,312920,32423,4077781,240,0,Urban,N
LP00615,Female,No,0,Not Graduate,Yes,449261,130623,3045303,180,0,Semiurban,N
LP01775,Male,Yes,2,Graduate,No,468266,105118,1405620,300,0,Urban,N
LP01944,Female,No,3+,Not Graduate,Yes,238634,181037,1618721,180,0,Rural,N
LP00158,Male,Yes,2,Graduate,Yes,306027,177323,2123226,300,1,Rural,Y
LP00232,Male,No,0,Graduate,No,91920,149279,1789998,240,0,Semiurban,N
LP00651,Male,Yes,3+,Graduate,No,293094,148639,3139212,120,0,Rural,N
LP00684,Male,Yes,3+,Not Graduate,Yes,418744,117438,2796248,300,1,Rural,Y
LP01010,Male,Yes,3+,Graduate,No,242005,108829,3756271,120,1,Urban,Y
LP00105,Female,No,3+,Not Graduate,Yes,109367,134726,4569202,120,1,Semiurban,Y
LP00572,Male,No,3+,Graduate,Yes,235176,81366,3607888,240,1,Rural,Y
LP01175,Female,Yes,1,Graduate,No,468636,198112,3938643,180,1,Semiurban,Y
LP00473,Female,No,3+,Graduate,Yes,478087,185034,1637962,300,0,Rural,N
LP01034,Female,No,0,Not Graduate,No,192981,26535,2985155,360,1,Rural,Y
LP00997,Female,Yes,1,Not Graduate,Yes,441892,18758,301093,360,0,Semiurban,N
LP01688,Male,No,0,Not Graduate,Yes,87656,159916,291944,120,1,Urban,Y
LP00841,Female,Yes,0,Graduate,Yes,102555,5264,4463454,300,0,Semiurban,N
LP01744,Male,No,0,Not Graduate,Yes,403206,3529,3098999,120,1,Rural,Y
LP01264,Female,No,3+,Graduate,No,400306,63045,1944502,360,1,Rural,Y
LP01803,Male,No,2,Not Graduate,Yes,327255,149883,1131831,120,1,Rural,Y
LP01772,Female,No,0,Not Graduate,Yes,161942,66954,4392485,180,0,Rural,N
LP00637,Male,No,0,Graduate,No,377178,9633,1938182,360,0,Rural,N
LP00586,Male,Yes,3+,Graduate,Yes,122411,138047,694872,180,0,Semiurban,N
LP00769,Male,No,1,Graduate,No,342023,192210,1564533,360,0,Urban,N
LP00201,Male,No,0,Graduate,No,180498,75622,1739714,240,0,Urban,N
LP00469,Female,No,3+,Graduate,No,334094,39120,3260703,300,0,Semiurban,N
LP00077,Male,No,2,Graduate,No,472907,132778,795807,120,0,Urban,N
LP00895,Female,Yes,0,Graduate,No,51403,183800,3902657,180,0,Rural,N
LP00249,Female,No,1,Not Graduate,No,321688,56276,4494643,120,0,Rural,N
LP01612,Male,No,3+,Graduate,No,62609,64721,803468,360,0,Semiurban,N
LP01914,Male,No,3+,Graduate,Yes,160736,193730,4574724,300,0,Urban,N
LP00779,Male,Yes,1,Not Graduate,Yes,412440,99901,4286710,120,0,Urban,N
LP00308,Male,Yes,2,Graduate,No,231872,10733,855473,180,1,Rural,Y
LP00734,Male,Yes,2,Graduate,Yes,36742,20207,2702663,240,0,Rural,N
LP00492,Male,No,0,Not Graduate,No,31152,66857,2759246,240,1,Semiurban,N
LP01683,Female,No,3+,Graduate,Yes,412575,83218,2714018,240,0,Urban,N
LP00138,Male,Yes,3+,Not Graduate,Yes,352031,43734,4755327,120,0,Semiurban,N
LP01733,Female,Yes,2,Not Graduate,Yes,485348,580,1879532,120,1,Urban,Y
LP00964,Female,Yes,1,Graduate,No,348967,62983,2470590,240,1,Rural,Y
LP00836,Male,Yes,0,Not Graduate,No,321035,183259,3511827,240,0,Urban,N
LP01064,Female,No,3+,Not Graduate,No,372811,9215,2540014,180,0,Rural,N
LP01941,Male,Yes,3+,Graduate,No,222764,88554,4627431,120,0,Urban,N
LP01038,Female,No,1,Not Graduate,Yes,348339,55304,2795406,360,1,Semiurban,Y
LP00576,Male,Yes,1,Graduate,No,72387,170953,1335272,180,0,Rural,N
LP01026,Female,No,3+,Not Graduate,No,241577,42710,3753888,180,1,Semiurban,Y
LP01168,Female,Yes,3+,Graduate,Yes,313713,65675,1393199,180,1,Rural,Y
LP00388,Male,Yes,2,Graduate,No,452445,52965,3252681,240,1,Urban,Y
LP01084,Male,Yes,1,Graduate,Yes,277953,146941,4021338,240,1,Urban,Y
LP00343,Female,No,0,Graduate,No,248282,89488,90468,300,0,Urban,N
LP00324,Female,Yes,1,Graduate,No,284479,168003,2331569,360,1,Urban,Y
LP01860,Male,No,2,Not Graduate,No,458102,79730,2122252,120,1,Urban,Y
LP00674,Female,Yes,1,Graduate,Yes,342651,50043,147762,360,0,Semiurban,N
LP01780,Female,Yes,2,Not Graduate,No,178337,155050,2980840,300,1,Rural,Y
LP01067,Male,No,3+,Not Graduate,No,80305,182953,2196619,360,0,Semiurban,N
LP00512,Male,No,1,Graduate,No,106700,111782,789397,240,1,Semiurban,Y
LP01818,Male,No,2,Not Graduate,No,143202,198837,690304,300,1,Semiurban,Y
LP00311,Female,Yes,3+,Graduate,Yes,277955,96655,4701917,360,0,Rural,N
LP00591,Male,No,2,Graduate,Yes,22449,14108,1411067,240,1,Rural,N
LP00713,Male,Yes,3+,Graduate,Yes,381872,19515,3071033,300,1,Urban,Y
LP01615,Female,No,3+,Not Graduate,No,140509,6758,522594,300,0,Urban,N
LP00400,Male,No,1,Graduate,No,372358,3827,1605778,120,1,Semiurban,Y
LP00511,Female,Yes,0,Not Graduate,Yes,303232,167051,1185991,240,0,Rural,N
LP01669,Male,No,3+,Not Graduate,Yes,189271,1988,969791,240,1,Semiurban,Y
LP01088,Male,Yes,0,Graduate,No,281186,24044,2748519,240,0,Rural,N
LP01432,Female,Yes,2,Graduate,No,48752,106014,2716393,120,0,Semiurban,N
LP01188,Male,Yes,2,Graduate,No,382241,106673,1738325,240,0,Rural,N
LP00120,Female,No,3+,Not Graduate,Yes,37140,176190,4014802,360,0,Semiurban,N
LP00532,Male,No,3+,Graduate,Yes,161094,64147,2811238,300,0,Semiurban,N
LP00365,Female,Yes,0,Graduate,No,425938,113367,4918437,240,0,Semiurban,N
LP00047,Female,No,1,Graduate,No,334835,30229,4076061,360,0,Rural,N
LP00539,Male,Yes,1,Graduate,No,355693,38546,2479214,240,0,Urban,N
LP01451,Female,No,0,Graduate,Yes,328306,32408,2470864,120,0,Semiurban,N
LP01706,Male,Yes,1,Graduate,No,366164,55670,4596599,240,0,Semiurban,N
LP01782,Male,No,2,Graduate,Yes,214640,140064,3542317,240,1,Rural,Y
LP00081,Female,No,0,Not Graduate,Yes,448815,150659,1343960,360,1,Urban,Y
LP01543,Female,No,1,Not Graduate,Yes,89817,109960,3704321,240,0,Rural,N
LP01966,Female,Yes,1,Not Graduate,No,222076,42849,4665292,300,0,Urban,N
LP01347,Female,No,2,Graduate,Yes,275178,142322,940776,240,1,Urban,Y
LP01735,Female,Yes,0,Not Graduate,Yes,201983,5146,4683669,120,1,Urban,N
LP00896,Male,Yes,3+,Graduate,No,56366,189197,700401,120,0,Rural,N
LP00761,Female,Yes,2,Graduate,Yes,111248,10945,586140,180,1,Semiurban,Y
LP00141,Male,Yes,3+,Graduate,Yes,68691,168723,4080675,360,1,Urban,Y
LP01497,Male,No,1,Graduate,Yes,86674,164282,3410749,120,1,Urban,Y
LP00441,Male,No,3+,Not Graduate,Yes,198661,186518,4628392,240,1,Urban,Y
LP01293,Female,Yes,2,Graduate,No,71984,133569,2654221,240,1,Semiurban,Y
LP01288,Female,No,2,Not Graduate,Yes,54719,153539,1480403,360,1,Urban,Y
LP00303,Female,Yes,3+,Not Graduate,No,230880,9520,594183,240,0,Rural,N
LP00245,Male,Yes,1,Not Graduate,No,319481,76708,2302050,120,0,Rural,N
LP01411,Female,No,0,Graduate,No,482921,115921,3419289,180,0,Rural,N
LP00384,Female,No,3+,Not Graduate,Yes,308063,10825,1199120,180,1,Urban,Y
LP01370,Female,No,0,Not Graduate,No,90970,82161,961338,300,1,Semiurban,Y
LP01994,Male,Yes,2,Graduate,Yes,119801,7771,3549729,180,1,Semiurban,N
LP01076,Male,Yes,1,Not Graduate,No,476512,13318,3599158,120,0,Rural,N
LP01419,Male,Yes,3+,Graduate,Yes,335687,58843,4479831,120,1,Rural,Y
LP01471,Female,Yes,0,Not Graduate,Yes,32434,1790,3914761,300,0,Urban,N
LP01987,Male,Yes,1,Graduate,No,410918,40888,3650206,120,0,Urban,N
LP01852,Female,Yes,0,Not Graduate,Yes,411120,117302,2362500,360,0,Rural,N
LP01882,Female,No,0,Graduate,Yes,323650,122688,945888,300,1,Urban,Y
LP01952,Male,No,2,Graduate,No,190811,4689,2002922,240,1,Urban,Y
LP01417,Female,No,1,Graduate,Yes,437378,110021,4812448,300,1,Semiurban,Y
LP01909,Female,No,2,Not Graduate,Yes,429704,132345,1384975,360,0,Semiurban,N
LP01237,Male,Yes,1,Graduate,No,159600,189520,2191126,120,0,Semiurban,N
LP01583,Female,No,1,Graduate,Yes,185752,184248,3680605,360,0,Rural,N
LP01983,Female,No,2,Not Graduate,No,171033,70606,3231884,300,0,Rural,N
LP01135,Male,Yes,0,Graduate,No,185966,54520,4617606,360,1,Rural,Y
LP01342,Male,No,0,Graduate,No,405338,191866,3515798,180,1,Semiurban,Y
LP00741,Male,No,3+,Not Graduate,Yes,307821,181067,3144690,360,1,Semiurban,Y
LP01211,Male,No,0,Not Graduate,No,48953,160715,2199826,180,1,Urban,Y
LP01489,Female,Yes,3+,Graduate,No,368401,57410,3299052,180,0,Urban,N
LP00079,Male,Yes,3+,Not Graduate,Yes,198077,141461,858571,360,1,Urban,Y
LP01967,Male,No,2,Not Graduate,Yes,198192,145386,4533632,180,0,Semiurban,N
LP01081,Female,No,2,Graduate,Yes,471385,196699,3054360,300,1,Semiurban,Y
LP01797,Female,No,1,Graduate,Yes,197646,2957,3880708,120,1,Rural,Y
LP00097,Female,No,2,Not Graduate,Yes,312511,88396,2468039,360,1,Semiurban,Y
LP01506,Female,No,0,Graduate,Yes,116066,71943,1268100,240,1,Rural,Y
LP01128,Male,Yes,3+,Graduate,Yes,197222,27016,1957133,180,1,Urban,Y
LP00027,Female,No,3+,Graduate,Yes,186220,127783,1313285,240,0,Rural,N
LP00534,Female,Yes,0,Graduate,Yes,403455,15902,1496301,240,0,Urban,N
LP00244,Female,No,2,Not Graduate,Yes,35927,86441,912384,360,1,Semiurban,Y
LP00369,Male,Yes,1,Graduate,No,96969,194294,3517033,180,0,Urban,N
LP00005,Male,Yes,0,Graduate,Yes,493967,153083,3370685,180,0,Semiurban,N
LP00298,Male,No,1,Not Graduate,No,110714,143236,57435,240,0,Urban,N
LP01895,Male,Yes,2,Graduate,Yes,313197,152028,3055605,180,0,Semiurban,N
LP01178,Male,No,3+,Graduate,Yes,199712,59241,3456761,360,1,Semiurban,Y
LP01892,Male,Yes,3+,Not Graduate,No,334181,29973,843787,300,1,Rural,Y
LP00122,Female,No,2,Graduate,Yes,468376,126603,4002427,120,1,Semiurban,Y
LP00349,Male,Yes,3+,Not Graduate,No,239894,167712,642318,120,0,Urban,N
LP01736,Male,Yes,2,Graduate,Yes,476850,81239,2286341,180,0,Rural,N
LP01841,Female,Yes,2,Not Graduate,Yes,491595,192225,1874967,240,0,Urban,N
LP01393,Female,Yes,1,Graduate,No,71059,173415,2558954,360,0,Urban,N
LP01197,Male,Yes,1,Graduate,No,350409,122155,3496121,300,0,Urban,N
LP00266,Female,Yes,1,Not Graduate,No,376710,107397,2402374,300,1,Rural,Y
LP00223,Male,No,0,Graduate,No,167330,128769,2621813,240,0,Rural,N
LP00794,Male,No,0,Not Graduate,Yes,154544,73997,526398,360,1,Semiurban,Y
LP01634,Female,Yes,0,Not Graduate,Yes,445079,86866,125155,180,0,Urban,N
LP01864,Female,Yes,3+,Graduate,No,380711,86323,3202611,300,1,Urban,Y
LP01976,Female,No,1,Not Graduate,No,206078,57626,1019484,300,1,Urban,Y
LP01751,Female,No,0,Graduate,No,148087,47588,3703063,300,0,Urban,N
LP00593,Male,Yes,2,Not Graduate,Yes,66647,178302,935911,120,0,Rural,N
LP01526,Female,Yes,1,Graduate,No,366934,128356,3481624,300,0,Semiurban,N
LP01295,Male,Yes,2,Graduate,Yes,370253,84539,1647127,240,1,Rural,Y
LP01716,Male,No,3+,Not Graduate,Yes,317826,77485,4112248,240,1,Semiurban,Y
LP00291,Female,Yes,2,Graduate,Yes,99677,189816,1732044,360,1,Rural,Y
LP00115,Female,No,1,Graduate,Yes,128331,144004,4820110,240,1,Rural,Y
LP00154,Male,No,2,Not Graduate,No,27877,87883,4316602,300,1,Rural,N
LP00947,Female,Yes,2,Not Graduate,No,277955,60667,1994549,180,0,Rural,N
LP01729,Male,No,0,Graduate,No,50389,94487,2772478,180,0,Rural,N
LP01384,Male,Yes,3+,Not Graduate,No,252769,77699,1005096,360,1,Urban,Y
LP00474,Male,No,3+,Graduate,No,49333,99453,1050753,360,0,Urban,N
LP00267,Male,Yes,3+,Not Graduate,No,224436,48395,347788,360,0,Urban,N
LP00752,Male,Yes,0,Graduate,Yes,37605,19015,1752865,120,1,Semiurban,N
LP00668,Male,Yes,1,Graduate,No,222774,105367,520594,240,0,Urban,N
LP01694,Female,No,2,Graduate,No,48505,22934,4737665,240,1,Urban,N
LP01343,Female,Yes,1,Not Graduate,No,211704,53870,3926851,300,1,Rural,Y
LP00723,Male,Yes,2,Graduate,No,130268,16305,3633560,240,0,Rural,N
LP01836,Male,Yes,2,Not Graduate,No,430203,95357,2160464,360,0,Urban,N
LP00252,Male,Yes,3+,Graduate,No,412919,149388,4026099,360,0,Rural,N
LP01003,Male,Yes,2,Not Graduate,No,268762,76917,853630,300,0,Urban,N
LP00015,Female,No,1,Graduate,Yes,283260,79487,3328087,360,0,Urban,N
LP01730,Female,Yes,3+,Not Graduate,No,226703,112104,4959483,240,1,Urban,Y
LP01580,Female,No,1,Not Graduate,Yes,46692,8087,3324863,240,0,Urban,N
LP01447,Male,No,1,Graduate,Yes,258481,85000,3736396,300,0,Urban,N
LP00113,Male,Yes,0,Graduate,No,351913,173513,3010553,180,1,Urban,Y
LP01001,Male,Yes,3+,Not Graduate,No,467251,29858,2131697,360,0,Rural,N
LP01586,Female,Yes,2,Graduate,Yes,26115,135500,2086994,240,0,Rural,N
LP00592,Female,Yes,1,Graduate,Yes,303536,75224,2959472,180,0,Urban,N
LP00461,Female,Yes,0,Graduate,Yes,49696,130493,3680069,240,1,Urban,N
LP00106,Male,No,0,Not Graduate,No,274658,176535,2500151,360,1,Semiurban,Y
LP01502,Male,Yes,3+,Graduate,Yes,224542,127911,4024069,360,1,Urban,Y
LP00533,Female,No,0,Graduate,No,162125,8435,163434,240,0,Urban,N
LP01093,Female,Yes,0,Graduate,Yes,486688,5500,505117,240,1,Rural,Y
LP01308,Male,Yes,3+,Not Graduate,No,179285,126509,3060724,360,0,Urban,N
LP00137,Female,No,2,Not Graduate,No,188872,92479,2158201,120,0,Urban,N
LP01372,Female,Yes,2,Graduate,No,380867,174100,3062725,360,1,Rural,Y
LP00802,Female,No,1,Graduate,Yes,328313,101591,2042755,360,0,Rural,N
LP00167,Female,No,0,Graduate,No,315122,154847,1672706,120,1,Semiurban,Y
LP01617,Female,Yes,0,Graduate,No,175579,28640,3636088,180,0,Rural,N
LP00526,Female,Yes,1,Not Graduate,No,231269,198268,2577698,240,0,Semiurban,N
LP00459,Female,Yes,3+,Graduate,No,401630,31160,2334433,300,1,Semiurban,Y
LP01621,Female,Yes,2,Graduate,No,111209,51,1883418,240,1,Semiurban,Y
LP00856,Female,Yes,0,Not Graduate,No,335119,47222,2712184,240,1,Semiurban,Y
